case_id,stage,label,meaning,normalization,w_y,w_u,w_e,seed,repeats,max_nfes,best_scalar,mean_scalar,std_scalar,fearate,elapsed_wall_time,base_penalty,J_y,J_u,J_e,J_y_bar,J_u_bar,J_e_bar,global_weighted_score,J_y_mean,J_y_std,J_y_bar_mean,J_y_bar_std,J_u_mean,J_u_std,J_u_bar_mean,J_u_bar_std,J_e_mean,J_e_std,J_e_bar_mean,J_e_bar_std
W1,conflict_single_objective,Vibration-only,Vibration-only,none,1.0,0.0,0.0,20260702,3,220,0.00021169287355985564,0.00023138902183969762,1.7941530139316503e-05,1.0,553.3811463999737,0.0,0.00021169287355985564,0.10506548824379276,0.03278805367932046,0.0,0.16254291172443724,0.7223853476686105,0.0,0.00023138902183969762,2.1973797023045508e-05,0.010553692716572763,0.011774114324418777,0.10221761084573515,0.015899398469329785,0.14666147668981414,0.08866437300020952,0.03042102484929869,0.023770350231291225,0.6700485813601508,0.5255801067340129
W2,conflict_single_objective,Energy-only,Energy-only,none,0.0,1.0,0.0,20260703,3,220,0.07591810430113727,0.08783893865275909,0.01042116615395179,1.0,548.5506628000003,0.0,0.0005069636133460516,0.07591810430113727,0.04534369920453231,0.15821350507844723,0.0,1.0,0.0,0.0004750542467033437,0.00013405031350653573,0.141115662112254,0.07182753689746148,0.08783893865275909,0.012763269800972065,0.0664775655170093,0.07117547978426128,0.03849924629298792,0.016625291996127944,0.8486640601933607,0.3675975598502743
W3,conflict_single_objective,Tracking-only,Tracking-only,none,0.0,0.0,1.0,20260704,3,220,0.00011681575378369446,0.00012947192977857958,1.487409665963831e-05,1.0,548.6774381000141,0.0,0.0020779731234019374,0.25523926714624323,0.00011681575378369446,1.0,1.0,0.0,0.0,0.0018125312367195442,0.000388043503421723,0.8577695462914244,0.2079234902981789,0.34034943123203903,0.11124409595650722,1.4746242034985704,0.620362338674982,0.00012947192977857958,1.8216973600474787e-05,0.0002798374557174052,0.0004027908228589925
W4,weight_sensitivity,Vibration-priority,Vibration-priority,minmax,0.6,0.2,0.2,20260902,3,220,0.03713151116261122,0.10175089892828038,0.04637404129212924,1.0,672.4081578000041,0.0,0.00019660885844864905,0.09268105004548337,0.005382343138470892,-0.008082395509722052,0.09348001919230023,0.11642472314992203,0.03713151116261122,0.0002502649075458211,5.1915857482175726e-05,0.020667868070312203,0.027817825048820327,0.1264468663257967,0.033958002922852205,0.2817780189631334,0.18936974523293967,0.00757802458417204,0.008447560719188544,0.16497287146733175,0.18678184466077144
W5,weight_sensitivity,Energy-priority,Energy-priority,minmax,0.2,0.6,0.2,20260903,3,220,0.05065513016305249,0.09762934403980293,0.038302464714836955,1.0,672.2698623000178,0.0,0.00035504228073508575,0.08256980657249245,0.0030648868777610853,0.07681022568146442,0.03709379398292655,0.06518404318501839,0.05065513016305249,0.0004460168568274697,8.140996857978177e-05,0.12555669668981484,0.043621513214143696,0.08654783818392035,0.014850921730927738,0.059277631898722594,0.08281745163428184,0.00847280484007876,0.00696174812709577,0.18475712781303208,0.15392942418146072
W6,weight_sensitivity,Tracking-priority,Tracking-priority,minmax,0.2,0.2,0.6,20260904,3,220,0.06067073099190866,0.08577307822557566,0.024371162037143974,1.0,678.0455388000119,0.0,0.0004139471661994042,0.09906036138152334,0.0011106901662199312,0.10837294809108257,0.12905480152599663,0.021975301780821372,0.06067073099190866,0.0005562053663141477,0.00039757542361009394,0.1845984775241786,0.213030933400134,0.11173068338338482,0.02632223847081332,0.19971194985603424,0.14678824324572304,0.0007885098046396914,0.0005723319179202093,0.01485165458255512,0.01265468398996517
W7,weight_sensitivity,Vibration-energy,Vibration-energy,minmax,0.5,0.3,0.2,20260905,3,220,0.01602358778659402,0.057880873926545846,0.029709430170046975,1.0,677.7600111000065,0.0,0.0001721876602920899,0.08342468011971477,0.0032938259409662426,-0.021167889051555106,0.041861070380530205,0.07024605599106257,0.01602358778659402,0.0001857313559842838,1.7091118639893912e-05,-0.013910835512388127,0.009157852172169804,0.10323409837066495,0.017713238632245405,0.15233000743544536,0.09877940980979331,0.0044444155518519575,0.0010166971504224508,0.09568644726053151,0.02247992947667107
W8,weight_sensitivity,Vibration-tracking,Vibration-tracking,minmax,0.5,0.2,0.3,20260906,3,220,0.06646162397328798,0.07681074528553351,0.008221825385597362,1.0,677.6317722999956,0.0,0.00021371525540685797,0.12605926437596163,0.0016238505517113672,0.0010836431705117473,0.27961652311018803,0.03332165921998164,0.06646162397328798,0.00022820377745781705,1.7767797424565634e-05,0.008846958488339845,0.009520433721606969,0.12747606216666033,0.0020487604601782425,0.2875174187335479,0.011425090199464739,0.002360639377605804,0.001607983958982404,0.04961260764884671,0.035553720183560164
W9,weight_sensitivity,Energy-vibration,Energy-vibration,minmax,0.3,0.5,0.2,20260907,3,220,0.08217687724476845,0.1276869443029407,0.05425627990762032,1.0,678.0055953999981,0.0,0.00025869056637649486,0.08702194960375645,0.009990146313250578,0.02518254845198946,0.06192155530583114,0.21830667528128023,0.08217687724476845,0.0004631257126021769,0.0001792339865134002,0.13472405286590622,0.09603808781053455,0.09309493063070191,0.014548152495800855,0.09578806013209745,0.08112903276434391,0.009021016360252904,0.002666180645416289,0.19687849188560047,0.05895123523865445
W10,weight_sensitivity,Energy-tracking,Energy-tracking,minmax,0.2,0.5,0.3,20260908,3,220,-0.01891977671830498,0.027933283607403988,0.03391220130035171,1.0,671.9302467000089,0.0,0.0004272013651389305,0.06023591104000781,0.00037488058543654404,0.11547488197301044,-0.08745310933922183,0.0057060051890128185,-0.01891977671830498,0.0003473651878471646,0.00013243706702360287,0.07269664580053779,0.07096311876783203,0.07528894571668356,0.020220100552551336,-0.0035085573530279266,0.11275914248903827,0.0024005070003681682,0.003768548106350714,0.050494110412701305,0.08332539894009292
