case_id,stage,label,meaning,normalization,w_y,w_u,w_e,seed,repeats,max_nfes,best_scalar,mean_scalar,std_scalar,fearate,elapsed_wall_time,base_penalty,epsilon_feasible,epsilon_violation,overall_feasible,is_nondominated,dominated_by,J_y,J_u,J_e,J_y_bar,J_u_bar,J_e_bar,global_weighted_score,J_y_mean,J_y_std,J_y_bar_mean,J_y_bar_std,J_u_mean,J_u_std,J_u_bar_mean,J_u_bar_std,J_e_mean,J_e_std,J_e_bar_mean,J_e_bar_std
PARETO_E11,pareto_epsilon,"$\epsilon_u=0.08, \epsilon_e=-0.00$",epsilon-constraint Pareto verification,minmax,1.0,0.0,0.0,20261702,6,6400,inf,inf,nan,0.0,30502.890706724953,1.0,False,4.703906488473488,False,False,,0.0002456689614959115,0.10816644642401621,0.0458397541837674,0.21291862442484283,0.7613756524323698,4.70382555747218,0.21291862442484283,0.0004082086953465833,0.00013143508264801872,0.3967849706668112,0.14868049702052868,0.14772040561216562,0.052245318704985305,1.1424650730731125,0.5033665060371255,0.057494303584327666,0.016266646970084644,5.9006301211345376,1.6704204221182415
PARETO_E12,pareto_epsilon,"$\epsilon_u=0.08, \epsilon_e=0.00$",epsilon-constraint Pareto verification,minmax,1.0,0.0,0.0,20261703,6,6400,inf,inf,nan,0.0,30486.876327218022,1.0,False,4.693950123263552,False,False,,0.0002680030144543889,0.08951275505982581,0.04574637082582722,0.2381830974060929,0.5816534556991445,4.694236029373603,0.2381830974060929,0.0003562864840914246,8.732262285520894e-05,0.3380501182948957,0.09878010273723792,0.15401040311750813,0.06827540929974642,1.203067135530134,0.6578111700596943,0.052425557878225,0.009258427205103519,5.380121109193155,0.9507470045020322
PARETO_E13,pareto_epsilon,"$\epsilon_u=0.08, \epsilon_e=0.00$",epsilon-constraint Pareto verification,minmax,1.0,0.0,0.0,20261704,6,6400,inf,inf,nan,0.0,30486.133474429604,1.0,False,4.619283340756538,False,False,,0.0002183182079453697,0.15373481092493876,0.04502340210957956,0.18197921654490384,1.2004118951659573,4.619994441024531,0.18197921654490384,0.00027699680015478857,4.689305745525292e-05,0.24835694521819152,0.053045830297306175,0.11653973923394696,0.03035316012365518,0.8420495816998056,0.2924427400836545,0.046132329134032014,0.004472450679987647,4.73387005114202,0.4592755327208721
PARETO_E14,pareto_epsilon,"$\epsilon_u=0.08, \epsilon_e=0.00$",epsilon-constraint Pareto verification,minmax,1.0,0.0,0.0,20261705,6,6400,inf,inf,nan,0.0,30480.6328759701,1.0,False,7.882622084029571,False,False,,0.0002531139370923568,0.1944470918504229,0.07680546713491253,0.2213404449135895,1.592661365744981,7.883691659820806,0.2213404449135895,0.00040729093996973506,0.00013821839432532696,0.39574679788353334,0.15635383758766036,0.17073115619672144,0.06971621655645589,1.364166106010526,0.6716928753044855,0.05681936848213523,0.022191967352807013,5.831321100020346,2.278891005705353
PARETO_E21,pareto_epsilon,"$\epsilon_u=0.10, \epsilon_e=-0.00$",epsilon-constraint Pareto verification,minmax,1.0,0.0,0.0,20261706,6,6400,inf,inf,nan,0.0,30485.333683356643,1.0,False,4.142634037005614,False,False,,0.00018933791972762976,0.15888055139489257,0.040374051836519875,0.14919646502071102,1.2499894164738583,4.142553106004305,0.14919646502071102,0.0003698206993306965,0.0001680128090422876,0.35336013909007885,0.19005753601661438,0.15936257324688322,0.07583818253405361,1.2546335388849046,0.7306760091163857,0.04461004588015777,0.004414024735117665,4.577546929345831,0.4532757780282265
PARETO_E22,pareto_epsilon,"$\epsilon_u=0.10, \epsilon_e=0.00$",epsilon-constraint Pareto verification,minmax,1.0,0.0,0.0,20261707,6,6400,inf,inf,nan,0.0,30461.806036063004,1.0,False,4.67842995087694,False,False,,0.00023854918085396644,0.14916365844680496,0.04559523452398069,0.20486466726824126,1.156370340658958,4.678715856986991,0.20486466726824126,0.0003856408817802775,0.00012669321136643148,0.3712560656735328,0.14331645140386634,0.12245464613264856,0.023147399704962275,0.8990377692146846,0.2230176023831938,0.054358568878401396,0.008546048849877705,5.578621823987795,0.8775929393137587
PARETO_E23,pareto_epsilon,"$\epsilon_u=0.10, \epsilon_e=0.00$",epsilon-constraint Pareto verification,minmax,1.0,0.0,0.0,20261708,6,6400,inf,inf,nan,0.0,30457.209054694045,1.0,False,4.468592476055548,False,False,,0.00023215701036581057,0.11054682216576457,0.04355596608853318,0.19763378898162656,0.7843097917941241,4.469303576323541,0.19763378898162656,0.000365286585829451,9.991790614923126e-05,0.34823111086313285,0.11302799563265757,0.14004119074671764,0.06094406025926961,1.0684783571004137,0.5871760271891561,0.05201008702510285,0.016850976413317696,5.337456447008843,1.730425156776622
PARETO_E24,pareto_epsilon,"$\epsilon_u=0.10, \epsilon_e=0.00$",epsilon-constraint Pareto verification,minmax,1.0,0.0,0.0,20261709,6,6400,inf,inf,nan,0.0,30488.380739994813,1.0,False,5.551656279627369,False,False,,0.00025301879735382645,0.08402782403424053,0.054106392496284794,0.22123282202230274,0.5288079446631474,5.552725855418603,0.22123282202230274,0.0004193288952217055,0.00010071232278537568,0.4093642364997277,0.11392664657062393,0.13773304086547808,0.047695886427057785,1.0462400902101268,0.45953421853354903,0.056274609595569236,0.01673786118159636,5.775379862042801,1.7188093644460047
PARETO_E31,pareto_epsilon,"$\epsilon_u=0.12, \epsilon_e=-0.00$",epsilon-constraint Pareto verification,minmax,1.0,0.0,0.0,20261710,6,6400,inf,inf,nan,0.0,30455.58195569273,1.0,False,4.17935095662118,False,False,,0.00021925205631021378,0.08207606720781586,0.0407316032417272,0.18303559385474777,0.5100034079371087,4.179270025619871,0.18303559385474777,0.0003040822264467535,7.032609139943375e-05,0.278996212619017,0.07955348003074854,0.13271163060348798,0.05714430348763745,0.997860449667983,0.5505666172489527,0.056905150754228494,0.015274820449404725,5.840130073340036,1.5685698515372786
PARETO_E32,pareto_epsilon,"$\epsilon_u=0.12, \epsilon_e=0.00$",epsilon-constraint Pareto verification,minmax,1.0,0.0,0.0,20261711,6,6400,inf,inf,nan,0.0,30438.554426976945,1.0,False,4.32207855811277,False,False,,0.00021791024294564755,0.11435820788406467,0.04212506484295986,0.18151772302503358,0.8210312428204618,4.3223644642228205,0.18151772302503358,0.0003066435218013974,0.00011463855405700355,0.2818935719744688,0.12968011927648734,0.1461050846539177,0.047150947125018265,1.1269019855652511,0.4542839071320843,0.04830902654820977,0.007509945154030529,4.957394900491818,0.7711955498481716
